location,label
../geological_similarity\marble\WTOGT.jpg,2
../geological_similarity\marble\WTQKN.jpg,2
../geological_similarity\marble\WTS21.jpg,2
../geological_similarity\marble\WU3LG.jpg,2
../geological_similarity\marble\WUHFG.jpg,2
../geological_similarity\marble\WUIIK.jpg,2
../geological_similarity\marble\WUM2I.jpg,2
../geological_similarity\marble\WURFK.jpg,2
../geological_similarity\marble\WUZ4Q.jpg,2
../geological_similarity\marble\WW6BB.jpg,2
../geological_similarity\marble\WWN7A.jpg,2
../geological_similarity\marble\WXFW1.jpg,2
../geological_similarity\marble\WXL9Y.jpg,2
../geological_similarity\marble\WXZCB.jpg,2
../geological_similarity\marble\WY4F3.jpg,2
../geological_similarity\marble\WYJAP.jpg,2
../geological_similarity\marble\WYO7A.jpg,2
../geological_similarity\marble\WYYL5.jpg,2
../geological_similarity\marble\WZ722.jpg,2
../geological_similarity\marble\WZ9W5.jpg,2
../geological_similarity\marble\WZFQL.jpg,2
../geological_similarity\marble\WZIU3.jpg,2
../geological_similarity\marble\WZNJR.jpg,2
../geological_similarity\marble\X00MY.jpg,2
../geological_similarity\marble\X0181.jpg,2
../geological_similarity\marble\X0AOX.jpg,2
../geological_similarity\marble\X0FG8.jpg,2
../geological_similarity\marble\X0KV7.jpg,2
../geological_similarity\marble\X0PB7.jpg,2
../geological_similarity\marble\X1HR5.jpg,2
../geological_similarity\marble\X1IQL.jpg,2
../geological_similarity\marble\X1MTE.jpg,2
../geological_similarity\marble\X1TXC.jpg,2
../geological_similarity\marble\X20KK.jpg,2
../geological_similarity\marble\X2D4E.jpg,2
../geological_similarity\marble\X2MSU.jpg,2
../geological_similarity\marble\X3MC7.jpg,2
../geological_similarity\marble\X4CBE.jpg,2
../geological_similarity\marble\X4J2K.jpg,2
../geological_similarity\marble\X4NA6.jpg,2
../geological_similarity\marble\X4NCO.jpg,2
../geological_similarity\marble\X55S5.jpg,2
../geological_similarity\marble\X5E9L.jpg,2
../geological_similarity\marble\X6TM4.jpg,2
../geological_similarity\marble\X75CG.jpg,2
../geological_similarity\marble\X7ASV.jpg,2
../geological_similarity\marble\X7DFG.jpg,2
../geological_similarity\marble\X7DW1.jpg,2
../geological_similarity\marble\X7NJB.jpg,2
../geological_similarity\marble\X7OPO.jpg,2
../geological_similarity\marble\X7SK8.jpg,2
../geological_similarity\marble\X7ULX.jpg,2
../geological_similarity\marble\X7WU9.jpg,2
../geological_similarity\marble\X86WL.jpg,2
../geological_similarity\marble\X8JZO.jpg,2
../geological_similarity\marble\X8NHF.jpg,2
../geological_similarity\marble\X9D46.jpg,2
../geological_similarity\marble\X9ZEC.jpg,2
../geological_similarity\marble\XA6L3.jpg,2
../geological_similarity\marble\XA91N.jpg,2
../geological_similarity\marble\XAKLG.jpg,2
../geological_similarity\marble\XAVNF.jpg,2
../geological_similarity\marble\XC5MX.jpg,2
../geological_similarity\marble\XC69D.jpg,2
../geological_similarity\marble\XCELE.jpg,2
../geological_similarity\marble\XCI3V.jpg,2
../geological_similarity\marble\XCKMA.jpg,2
../geological_similarity\marble\XCZ3H.jpg,2
../geological_similarity\marble\XD5KG.jpg,2
../geological_similarity\marble\XD7HV.jpg,2
../geological_similarity\marble\XD9CQ.jpg,2
../geological_similarity\marble\XDCXE.jpg,2
../geological_similarity\marble\XDM45.jpg,2
../geological_similarity\marble\XE2M2.jpg,2
../geological_similarity\marble\XEJZD.jpg,2
../geological_similarity\marble\XEQVC.jpg,2
../geological_similarity\marble\XETER.jpg,2
../geological_similarity\marble\XEWPY.jpg,2
../geological_similarity\marble\XF8SQ.jpg,2
../geological_similarity\marble\XFCLB.jpg,2
../geological_similarity\marble\XFQY7.jpg,2
../geological_similarity\marble\XFWRM.jpg,2
../geological_similarity\marble\XFWW5.jpg,2
../geological_similarity\marble\XGCHY.jpg,2
../geological_similarity\marble\XGHOT.jpg,2
../geological_similarity\marble\XGIUY.jpg,2
../geological_similarity\marble\XGOHC.jpg,2
../geological_similarity\marble\XH193.jpg,2
../geological_similarity\marble\XH77W.jpg,2
../geological_similarity\marble\XHB4Y.jpg,2
../geological_similarity\marble\XHBME.jpg,2
../geological_similarity\marble\XHGCG.jpg,2
../geological_similarity\marble\XHMVC.jpg,2
../geological_similarity\marble\XHO0Y.jpg,2
../geological_similarity\marble\XHRP9.jpg,2
../geological_similarity\marble\XHXW4.jpg,2
../geological_similarity\marble\XIGMC.jpg,2
../geological_similarity\marble\XIVPS.jpg,2
../geological_similarity\marble\XJ4RR.jpg,2
../geological_similarity\marble\XJ4X7.jpg,2
../geological_similarity\marble\XJ596.jpg,2
../geological_similarity\marble\XJCZH.jpg,2
../geological_similarity\marble\XJNNG.jpg,2
../geological_similarity\marble\XJYEW.jpg,2
../geological_similarity\marble\XJYSQ.jpg,2
../geological_similarity\marble\XKHX0.jpg,2
../geological_similarity\marble\XKS35.jpg,2
../geological_similarity\marble\XKVTA.jpg,2
../geological_similarity\marble\XL39Q.jpg,2
../geological_similarity\marble\XM511.jpg,2
../geological_similarity\marble\XM7L6.jpg,2
../geological_similarity\marble\XMJA9.jpg,2
../geological_similarity\marble\XMU1V.jpg,2
../geological_similarity\marble\XNACB.jpg,2
../geological_similarity\marble\XO0GG.jpg,2
../geological_similarity\marble\XOCTQ.jpg,2
../geological_similarity\marble\XOD7L.jpg,2
../geological_similarity\marble\XPW3W.jpg,2
../geological_similarity\marble\XQDFD.jpg,2
../geological_similarity\marble\XQJLM.jpg,2
../geological_similarity\marble\XR0J9.jpg,2
../geological_similarity\marble\XRS2D.jpg,2
../geological_similarity\marble\XRTPH.jpg,2
../geological_similarity\marble\XRTR3.jpg,2
../geological_similarity\marble\XS4E0.jpg,2
../geological_similarity\marble\XS4VS.jpg,2
../geological_similarity\marble\XSGLM.jpg,2
../geological_similarity\marble\XSQ0P.jpg,2
../geological_similarity\marble\XT7LG.jpg,2
../geological_similarity\marble\XTDB7.jpg,2
../geological_similarity\marble\XTMS2.jpg,2
../geological_similarity\marble\XUE3R.jpg,2
../geological_similarity\marble\XULXS.jpg,2
../geological_similarity\marble\XUR9O.jpg,2
../geological_similarity\marble\XUTS8.jpg,2
../geological_similarity\marble\XV2OZ.jpg,2
../geological_similarity\marble\XV379.jpg,2
../geological_similarity\marble\XV51W.jpg,2
../geological_similarity\marble\XVDJG.jpg,2
../geological_similarity\marble\XVFX1.jpg,2
../geological_similarity\marble\XVH1B.jpg,2
../geological_similarity\marble\XVWKK.jpg,2
../geological_similarity\marble\XW2BJ.jpg,2
../geological_similarity\marble\XW73S.jpg,2
../geological_similarity\marble\XWCXV.jpg,2
../geological_similarity\marble\XWDS4.jpg,2
../geological_similarity\marble\XWETV.jpg,2
../geological_similarity\marble\XWHMF.jpg,2
../geological_similarity\marble\XWM21.jpg,2
../geological_similarity\marble\XWO7F.jpg,2
../geological_similarity\marble\XWSWZ.jpg,2
../geological_similarity\marble\XWWLC.jpg,2
../geological_similarity\marble\XWX0G.jpg,2
../geological_similarity\marble\XX5Z4.jpg,2
../geological_similarity\marble\XXNAX.jpg,2
../geological_similarity\marble\XXTW5.jpg,2
../geological_similarity\marble\XYCAU.jpg,2
../geological_similarity\marble\XYJI5.jpg,2
../geological_similarity\marble\XYPE3.jpg,2
../geological_similarity\marble\XZ0OM.jpg,2
../geological_similarity\marble\XZ1KH.jpg,2
../geological_similarity\marble\XZBQ8.jpg,2
../geological_similarity\marble\XZE6Q.jpg,2
../geological_similarity\marble\XZKR6.jpg,2
../geological_similarity\marble\XZO88.jpg,2
../geological_similarity\marble\XZOYI.jpg,2
../geological_similarity\marble\Y04CB.jpg,2
../geological_similarity\marble\Y0RN6.jpg,2
../geological_similarity\marble\Y0XKJ.jpg,2
../geological_similarity\marble\Y0YEC.jpg,2
../geological_similarity\marble\Y17J3.jpg,2
../geological_similarity\marble\Y17QZ.jpg,2
../geological_similarity\marble\Y21F7.jpg,2
../geological_similarity\marble\Y25VZ.jpg,2
../geological_similarity\marble\Y2DQI.jpg,2
../geological_similarity\marble\Y2Y31.jpg,2
../geological_similarity\marble\Y310J.jpg,2
../geological_similarity\marble\Y34F0.jpg,2
../geological_similarity\marble\Y3IN7.jpg,2
../geological_similarity\marble\Y3JTU.jpg,2
../geological_similarity\marble\Y4E0N.jpg,2
../geological_similarity\marble\Y4QLA.jpg,2
../geological_similarity\marble\Y4UTT.jpg,2
../geological_similarity\marble\Y5ABJ.jpg,2
../geological_similarity\marble\Y5FTO.jpg,2
../geological_similarity\marble\Y5QUW.jpg,2
../geological_similarity\marble\Y68HY.jpg,2
../geological_similarity\marble\Y6HN5.jpg,2
../geological_similarity\marble\Y6RDR.jpg,2
../geological_similarity\marble\Y6W5U.jpg,2
../geological_similarity\marble\Y6YYZ.jpg,2
../geological_similarity\marble\Y7SDS.jpg,2
../geological_similarity\marble\Y8GKC.jpg,2
../geological_similarity\marble\Y8NIY.jpg,2
../geological_similarity\marble\Y8S2F.jpg,2
../geological_similarity\marble\Y9U7V.jpg,2
../geological_similarity\marble\Y9XBY.jpg,2
../geological_similarity\marble\YACWB.jpg,2
../geological_similarity\marble\YAL4P.jpg,2
../geological_similarity\marble\YAP0P.jpg,2
../geological_similarity\marble\YAWE8.jpg,2
../geological_similarity\marble\YBAZQ.jpg,2
../geological_similarity\marble\YBE68.jpg,2
../geological_similarity\marble\YBIH4.jpg,2
../geological_similarity\marble\YBT2A.jpg,2
../geological_similarity\marble\YBVFQ.jpg,2
../geological_similarity\marble\YCILX.jpg,2
../geological_similarity\marble\YCLVF.jpg,2
../geological_similarity\marble\YCSH3.jpg,2
../geological_similarity\marble\YEBN8.jpg,2
../geological_similarity\marble\YF88F.jpg,2
../geological_similarity\marble\YFTN1.jpg,2
../geological_similarity\marble\YFXPH.jpg,2
../geological_similarity\marble\YG4FJ.jpg,2
../geological_similarity\marble\YGMG2.jpg,2
../geological_similarity\marble\YH7OZ.jpg,2
../geological_similarity\marble\YHPLQ.jpg,2
../geological_similarity\marble\YHROT.jpg,2
../geological_similarity\marble\YHTMR.jpg,2
../geological_similarity\marble\YHUCC.jpg,2
../geological_similarity\marble\YHX6G.jpg,2
../geological_similarity\marble\YHZR8.jpg,2
../geological_similarity\marble\YI27D.jpg,2
../geological_similarity\marble\YIVRQ.jpg,2
../geological_similarity\marble\YJ7EA.jpg,2
../geological_similarity\marble\YJZII.jpg,2
../geological_similarity\marble\YK28Q.jpg,2
../geological_similarity\marble\YK4ZB.jpg,2
../geological_similarity\marble\YKHTN.jpg,2
../geological_similarity\marble\YKZZY.jpg,2
../geological_similarity\marble\YL9CW.jpg,2
../geological_similarity\marble\YLD0P.jpg,2
../geological_similarity\marble\YLQW0.jpg,2
../geological_similarity\marble\YLTK1.jpg,2
../geological_similarity\marble\YM9O9.jpg,2
../geological_similarity\marble\YNE6J.jpg,2
../geological_similarity\marble\YNGH6.jpg,2
../geological_similarity\marble\YNQEB.jpg,2
../geological_similarity\marble\YNVAA.jpg,2
../geological_similarity\marble\YNYJH.jpg,2
../geological_similarity\marble\YNZ1W.jpg,2
../geological_similarity\marble\YO1B4.jpg,2
../geological_similarity\marble\YOL01.jpg,2
../geological_similarity\marble\YOQNW.jpg,2
../geological_similarity\marble\YPSZ3.jpg,2
../geological_similarity\marble\YQ8CN.jpg,2
../geological_similarity\marble\YQC1A.jpg,2
../geological_similarity\marble\YQCAX.jpg,2
../geological_similarity\marble\YQGNK.jpg,2
../geological_similarity\marble\YQJ54.jpg,2
../geological_similarity\marble\YR4UB.jpg,2
../geological_similarity\marble\YRK7Y.jpg,2
../geological_similarity\marble\YRMSN.jpg,2
../geological_similarity\marble\YRMZ1.jpg,2
../geological_similarity\marble\YRP93.jpg,2
../geological_similarity\marble\YRRE2.jpg,2
../geological_similarity\marble\YRYHE.jpg,2
../geological_similarity\marble\YSAYP.jpg,2
../geological_similarity\marble\YSCJC.jpg,2
../geological_similarity\marble\YSO0H.jpg,2
../geological_similarity\marble\YT0NM.jpg,2
../geological_similarity\marble\YT2TF.jpg,2
../geological_similarity\marble\YTJLH.jpg,2
../geological_similarity\marble\YUBPV.jpg,2
../geological_similarity\marble\YUK94.jpg,2
../geological_similarity\marble\YUU5T.jpg,2
../geological_similarity\marble\YV1W2.jpg,2
../geological_similarity\marble\YVACX.jpg,2
../geological_similarity\marble\YVCSY.jpg,2
../geological_similarity\marble\YVXXL.jpg,2
../geological_similarity\marble\YW72V.jpg,2
../geological_similarity\marble\YW86D.jpg,2
../geological_similarity\marble\YWRJS.jpg,2
../geological_similarity\marble\YXO2C.jpg,2
../geological_similarity\marble\YXWWE.jpg,2
../geological_similarity\marble\YXZJ8.jpg,2
../geological_similarity\marble\YY7F8.jpg,2
../geological_similarity\marble\YYAJ0.jpg,2
../geological_similarity\marble\YYFK6.jpg,2
../geological_similarity\marble\YYILU.jpg,2
../geological_similarity\marble\YYTBC.jpg,2
../geological_similarity\marble\YYVLR.jpg,2
../geological_similarity\marble\YZ0NB.jpg,2
../geological_similarity\marble\YZ7FO.jpg,2
../geological_similarity\marble\YZLBN.jpg,2
../geological_similarity\marble\YZZMG.jpg,2
../geological_similarity\marble\Z07IU.jpg,2
../geological_similarity\marble\Z0BSO.jpg,2
../geological_similarity\marble\Z0K43.jpg,2
../geological_similarity\marble\Z0L0M.jpg,2
../geological_similarity\marble\Z1KXE.jpg,2
../geological_similarity\marble\Z1LAC.jpg,2
../geological_similarity\marble\Z1OBF.jpg,2
../geological_similarity\marble\Z1Y51.jpg,2
../geological_similarity\marble\Z204I.jpg,2
../geological_similarity\marble\Z238R.jpg,2
../geological_similarity\marble\Z27C9.jpg,2
../geological_similarity\marble\Z2USN.jpg,2
../geological_similarity\marble\Z2VSZ.jpg,2
../geological_similarity\marble\Z3BBS.jpg,2
../geological_similarity\marble\Z3E6I.jpg,2
../geological_similarity\marble\Z3TAV.jpg,2
../geological_similarity\marble\Z3UJN.jpg,2
../geological_similarity\marble\Z3YJR.jpg,2
../geological_similarity\marble\Z407X.jpg,2
../geological_similarity\marble\Z419P.jpg,2
../geological_similarity\marble\Z49M0.jpg,2
../geological_similarity\marble\Z4BZC.jpg,2
../geological_similarity\marble\Z4C3B.jpg,2
../geological_similarity\marble\Z4QZI.jpg,2
../geological_similarity\marble\Z4XDT.jpg,2
../geological_similarity\marble\Z4YNM.jpg,2
../geological_similarity\marble\Z555S.jpg,2
../geological_similarity\marble\Z5NKH.jpg,2
../geological_similarity\marble\Z5S80.jpg,2
../geological_similarity\marble\Z5SHA.jpg,2
../geological_similarity\marble\Z5XE0.jpg,2
../geological_similarity\marble\Z60HD.jpg,2
../geological_similarity\marble\Z6O2U.jpg,2
../geological_similarity\marble\Z6UIR.jpg,2
../geological_similarity\marble\Z74UH.jpg,2
../geological_similarity\marble\Z7U9B.jpg,2
../geological_similarity\marble\Z86GV.jpg,2
../geological_similarity\marble\Z8BPA.jpg,2
../geological_similarity\marble\Z8GJW.jpg,2
../geological_similarity\marble\Z8IED.jpg,2
../geological_similarity\marble\Z8LN8.jpg,2
../geological_similarity\marble\Z8MU3.jpg,2
../geological_similarity\marble\Z8MXY.jpg,2
../geological_similarity\marble\Z90CF.jpg,2
../geological_similarity\marble\Z9GLP.jpg,2
../geological_similarity\marble\Z9VMW.jpg,2
../geological_similarity\marble\ZA0ME.jpg,2
../geological_similarity\marble\ZAERP.jpg,2
../geological_similarity\marble\ZAKM9.jpg,2
../geological_similarity\marble\ZASXW.jpg,2
../geological_similarity\marble\ZAWO3.jpg,2
../geological_similarity\marble\ZB4A8.jpg,2
../geological_similarity\marble\ZBAPC.jpg,2
../geological_similarity\marble\ZBDWH.jpg,2
../geological_similarity\marble\ZBNXJ.jpg,2
../geological_similarity\marble\ZBSRG.jpg,2
../geological_similarity\marble\ZBT4V.jpg,2
../geological_similarity\marble\ZC025.jpg,2
../geological_similarity\marble\ZC9G1.jpg,2
../geological_similarity\marble\ZCGMH.jpg,2
../geological_similarity\marble\ZCS5F.jpg,2
../geological_similarity\marble\ZCY29.jpg,2
../geological_similarity\marble\ZDJV7.jpg,2
../geological_similarity\marble\ZDXQ8.jpg,2
../geological_similarity\marble\ZEEL1.jpg,2
../geological_similarity\marble\ZEXDZ.jpg,2
../geological_similarity\marble\ZFEGE.jpg,2
../geological_similarity\marble\ZFFOL.jpg,2
../geological_similarity\marble\ZFMCD.jpg,2
../geological_similarity\marble\ZFSJ0.jpg,2
../geological_similarity\marble\ZGN54.jpg,2
../geological_similarity\marble\ZGP2Y.jpg,2
../geological_similarity\marble\ZGSL0.jpg,2
../geological_similarity\marble\ZH0PT.jpg,2
../geological_similarity\marble\ZH2ED.jpg,2
../geological_similarity\marble\ZH802.jpg,2
../geological_similarity\marble\ZHFCL.jpg,2
../geological_similarity\marble\ZI7ZD.jpg,2
../geological_similarity\marble\ZIJ7B.jpg,2
../geological_similarity\marble\ZIL3P.jpg,2
../geological_similarity\marble\ZIPQL.jpg,2
../geological_similarity\marble\ZIU1J.jpg,2
../geological_similarity\marble\ZJ1Y0.jpg,2
../geological_similarity\marble\ZJ43X.jpg,2
../geological_similarity\marble\ZJA1T.jpg,2
../geological_similarity\marble\ZJT8Z.jpg,2
../geological_similarity\marble\ZJXOD.jpg,2
../geological_similarity\marble\ZKGVH.jpg,2
../geological_similarity\marble\ZKHTS.jpg,2
../geological_similarity\marble\ZKLU6.jpg,2
../geological_similarity\marble\ZKTGJ.jpg,2
../geological_similarity\marble\ZM85M.jpg,2
../geological_similarity\marble\ZMHXA.jpg,2
../geological_similarity\marble\ZMQDL.jpg,2
../geological_similarity\marble\ZMXSH.jpg,2
../geological_similarity\marble\ZN6B2.jpg,2
../geological_similarity\marble\ZN7N5.jpg,2
../geological_similarity\marble\ZNAFX.jpg,2
../geological_similarity\marble\ZNB0Q.jpg,2
../geological_similarity\marble\ZO2DI.jpg,2
../geological_similarity\marble\ZO3X6.jpg,2
../geological_similarity\marble\ZO713.jpg,2
../geological_similarity\marble\ZO76W.jpg,2
../geological_similarity\marble\ZP1QV.jpg,2
../geological_similarity\marble\ZPHTB.jpg,2
../geological_similarity\marble\ZQA90.jpg,2
../geological_similarity\marble\ZQCEL.jpg,2
../geological_similarity\marble\ZQO2D.jpg,2
../geological_similarity\marble\ZQPUS.jpg,2
../geological_similarity\marble\ZR65S.jpg,2
../geological_similarity\marble\ZRHAY.jpg,2
../geological_similarity\marble\ZRHG6.jpg,2
../geological_similarity\marble\ZRIZ2.jpg,2
../geological_similarity\marble\ZRYDB.jpg,2
../geological_similarity\marble\ZSCYV.jpg,2
../geological_similarity\marble\ZSEYT.jpg,2
../geological_similarity\marble\ZSFLK.jpg,2
../geological_similarity\marble\ZSJZG.jpg,2
../geological_similarity\marble\ZSP10.jpg,2
../geological_similarity\marble\ZT0D1.jpg,2
../geological_similarity\marble\ZT1OW.jpg,2
../geological_similarity\marble\ZTKCU.jpg,2
../geological_similarity\marble\ZU1BH.jpg,2
../geological_similarity\marble\ZU62D.jpg,2
../geological_similarity\marble\ZUDAM.jpg,2
../geological_similarity\marble\ZUUCE.jpg,2
../geological_similarity\marble\ZUX5B.jpg,2
../geological_similarity\marble\ZV0YA.jpg,2
../geological_similarity\marble\ZVERD.jpg,2
../geological_similarity\marble\ZVUJX.jpg,2
../geological_similarity\marble\ZWCF5.jpg,2
../geological_similarity\marble\ZWLA6.jpg,2
../geological_similarity\marble\ZWQSD.jpg,2
../geological_similarity\marble\ZWZUL.jpg,2
../geological_similarity\marble\ZX07C.jpg,2
../geological_similarity\marble\ZXOHH.jpg,2
../geological_similarity\marble\ZY6L1.jpg,2
../geological_similarity\marble\ZYB2V.jpg,2
../geological_similarity\marble\ZYEHU.jpg,2
../geological_similarity\marble\ZYY8O.jpg,2
../geological_similarity\marble\ZZKCA.jpg,2
../geological_similarity\marble\ZZSHH.jpg,2
../geological_similarity\marble\ZZTTM.jpg,2
../geological_similarity\quartzite\00DG0.jpg,3
../geological_similarity\quartzite\012CP.jpg,3
../geological_similarity\quartzite\019TW.jpg,3
../geological_similarity\quartzite\01E0O.jpg,3
../geological_similarity\quartzite\01HFZ.jpg,3
../geological_similarity\quartzite\01MSO.jpg,3
../geological_similarity\quartzite\01VGF.jpg,3
../geological_similarity\quartzite\02GX3.jpg,3
../geological_similarity\quartzite\02HS2.jpg,3
../geological_similarity\quartzite\02QRW.jpg,3
../geological_similarity\quartzite\03NO0.jpg,3
../geological_similarity\quartzite\04PLJ.jpg,3
../geological_similarity\quartzite\04QF0.jpg,3
../geological_similarity\quartzite\04WTN.jpg,3
../geological_similarity\quartzite\05AHM.jpg,3
../geological_similarity\quartzite\05HTO.jpg,3
../geological_similarity\quartzite\05M1L.jpg,3
../geological_similarity\quartzite\05PYY.jpg,3
../geological_similarity\quartzite\05SMU.jpg,3
../geological_similarity\quartzite\07UQ8.jpg,3
../geological_similarity\quartzite\07YW6.jpg,3
../geological_similarity\quartzite\08KQU.jpg,3
../geological_similarity\quartzite\08QOB.jpg,3
../geological_similarity\quartzite\08YFQ.jpg,3
../geological_similarity\quartzite\090N9.jpg,3
../geological_similarity\quartzite\09G7W.jpg,3
../geological_similarity\quartzite\09L2N.jpg,3
../geological_similarity\quartzite\09L5F.jpg,3
../geological_similarity\quartzite\0AC6V.jpg,3
../geological_similarity\quartzite\0AERN.jpg,3
../geological_similarity\quartzite\0ATH8.jpg,3
../geological_similarity\quartzite\0AX7L.jpg,3
../geological_similarity\quartzite\0B4LJ.jpg,3
../geological_similarity\quartzite\0B71S.jpg,3
../geological_similarity\quartzite\0CCJH.jpg,3
../geological_similarity\quartzite\0E0E4.jpg,3
../geological_similarity\quartzite\0E7HT.jpg,3
../geological_similarity\quartzite\0FJPG.jpg,3
../geological_similarity\quartzite\0FUUD.jpg,3
../geological_similarity\quartzite\0FUVS.jpg,3
../geological_similarity\quartzite\0FWF5.jpg,3
../geological_similarity\quartzite\0G8J4.jpg,3
../geological_similarity\quartzite\0GERO.jpg,3
../geological_similarity\quartzite\0GR0K.jpg,3
../geological_similarity\quartzite\0GR1V.jpg,3
../geological_similarity\quartzite\0H3MR.jpg,3
../geological_similarity\quartzite\0HI9R.jpg,3
../geological_similarity\quartzite\0IV82.jpg,3
../geological_similarity\quartzite\0JF0L.jpg,3
../geological_similarity\quartzite\0JF7T.jpg,3
../geological_similarity\quartzite\0K964.jpg,3
../geological_similarity\quartzite\0KGSH.jpg,3
../geological_similarity\quartzite\0KGWA.jpg,3
../geological_similarity\quartzite\0LLV5.jpg,3
../geological_similarity\quartzite\0LLYH.jpg,3
../geological_similarity\quartzite\0M2NM.jpg,3
../geological_similarity\quartzite\0M3H2.jpg,3
../geological_similarity\quartzite\0M3XM.jpg,3
../geological_similarity\quartzite\0M6W5.jpg,3
../geological_similarity\quartzite\0MT70.jpg,3
../geological_similarity\quartzite\0N3VF.jpg,3
../geological_similarity\quartzite\0N5GX.jpg,3
../geological_similarity\quartzite\0NBIV.jpg,3
../geological_similarity\quartzite\0NMRI.jpg,3
../geological_similarity\quartzite\0NXDT.jpg,3
../geological_similarity\quartzite\0NYY5.jpg,3
../geological_similarity\quartzite\0OM5H.jpg,3
../geological_similarity\quartzite\0OSE0.jpg,3
../geological_similarity\quartzite\0OTUL.jpg,3
../geological_similarity\quartzite\0P0BE.jpg,3
../geological_similarity\quartzite\0PDHJ.jpg,3
../geological_similarity\quartzite\0PM09.jpg,3
../geological_similarity\quartzite\0PP0L.jpg,3
../geological_similarity\quartzite\0PP3V.jpg,3
../geological_similarity\quartzite\0PU93.jpg,3
../geological_similarity\quartzite\0PVU4.jpg,3
../geological_similarity\quartzite\0PYFS.jpg,3
../geological_similarity\quartzite\0Q1U6.jpg,3
../geological_similarity\quartzite\0QK7A.jpg,3
../geological_similarity\quartzite\0QWCD.jpg,3
../geological_similarity\quartzite\0RDJU.jpg,3
../geological_similarity\quartzite\0RQA4.jpg,3
../geological_similarity\quartzite\0S2HD.jpg,3
../geological_similarity\quartzite\0SG3W.jpg,3
../geological_similarity\quartzite\0SVGT.jpg,3
../geological_similarity\quartzite\0T7V2.jpg,3
../geological_similarity\quartzite\0TDXH.jpg,3
../geological_similarity\quartzite\0TEUK.jpg,3
../geological_similarity\quartzite\0TT4D.jpg,3
../geological_similarity\quartzite\0TWUQ.jpg,3
../geological_similarity\quartzite\0U9QW.jpg,3
../geological_similarity\quartzite\0UA7W.jpg,3
../geological_similarity\quartzite\0UI2R.jpg,3
../geological_similarity\quartzite\0UKU9.jpg,3
../geological_similarity\quartzite\0UKV1.jpg,3
../geological_similarity\quartzite\0UYQC.jpg,3
../geological_similarity\quartzite\0V4E7.jpg,3
../geological_similarity\quartzite\0V9TJ.jpg,3
../geological_similarity\quartzite\0VQ5O.jpg,3
../geological_similarity\quartzite\0VTJ1.jpg,3
../geological_similarity\quartzite\0VU5W.jpg,3
../geological_similarity\quartzite\0WP16.jpg,3
../geological_similarity\quartzite\0WYCV.jpg,3
../geological_similarity\quartzite\0X4UG.jpg,3
../geological_similarity\quartzite\0XBFO.jpg,3
../geological_similarity\quartzite\0Y3PY.jpg,3
../geological_similarity\quartzite\0YE2F.jpg,3
../geological_similarity\quartzite\0YII5.jpg,3
../geological_similarity\quartzite\0YNHF.jpg,3
../geological_similarity\quartzite\0Z4RY.jpg,3
../geological_similarity\quartzite\0ZPL5.jpg,3
../geological_similarity\quartzite\10COX.jpg,3
../geological_similarity\quartzite\1130Y.jpg,3
../geological_similarity\quartzite\113FS.jpg,3
../geological_similarity\quartzite\11B9K.jpg,3
../geological_similarity\quartzite\11R3L.jpg,3
../geological_similarity\quartzite\11YE2.jpg,3
../geological_similarity\quartzite\12H78.jpg,3
../geological_similarity\quartzite\12W1K.jpg,3
../geological_similarity\quartzite\12ZZX.jpg,3
../geological_similarity\quartzite\13E56.jpg,3
../geological_similarity\quartzite\13JEJ.jpg,3
../geological_similarity\quartzite\13VZX.jpg,3
../geological_similarity\quartzite\13XGQ.jpg,3
../geological_similarity\quartzite\1444W.jpg,3
../geological_similarity\quartzite\14TCI.jpg,3
../geological_similarity\quartzite\15MRZ.jpg,3
../geological_similarity\quartzite\15RYE.jpg,3
../geological_similarity\quartzite\15UK3.jpg,3
../geological_similarity\quartzite\16286.jpg,3
../geological_similarity\quartzite\162L7.jpg,3
../geological_similarity\quartzite\1659G.jpg,3
../geological_similarity\quartzite\16F82.jpg,3
../geological_similarity\quartzite\16Q67.jpg,3
../geological_similarity\quartzite\17038.jpg,3
../geological_similarity\quartzite\17GHA.jpg,3
../geological_similarity\quartzite\17GYB.jpg,3
../geological_similarity\quartzite\17I8A.jpg,3
../geological_similarity\quartzite\181EI.jpg,3
../geological_similarity\quartzite\18DIA.jpg,3
../geological_similarity\quartzite\18OXZ.jpg,3
../geological_similarity\quartzite\18UMW.jpg,3
../geological_similarity\quartzite\19ESH.jpg,3
../geological_similarity\quartzite\19FHB.jpg,3
../geological_similarity\quartzite\19HZ4.jpg,3
../geological_similarity\quartzite\19J48.jpg,3
../geological_similarity\quartzite\19MS7.jpg,3
../geological_similarity\quartzite\19OT5.jpg,3
../geological_similarity\quartzite\19Y64.jpg,3
../geological_similarity\quartzite\1A384.jpg,3
../geological_similarity\quartzite\1AAHN.jpg,3
../geological_similarity\quartzite\1B3LP.jpg,3
../geological_similarity\quartzite\1B67X.jpg,3
../geological_similarity\quartzite\1B72Z.jpg,3
../geological_similarity\quartzite\1BH01.jpg,3
../geological_similarity\quartzite\1BNA5.jpg,3
../geological_similarity\quartzite\1BPO1.jpg,3
../geological_similarity\quartzite\1BXR3.jpg,3
../geological_similarity\quartzite\1C75A.jpg,3
../geological_similarity\quartzite\1C8W8.jpg,3
../geological_similarity\quartzite\1CETJ.jpg,3
../geological_similarity\quartzite\1CPAU.jpg,3
